감기_lag1,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
641.0,0.0105,0.0634,0.39,0.003,33.0,17.0
374.0,0.0101,0.0633,0.36968151147098516,0.0023,40.0,22.0
552.0,0.012,0.0662,0.35,0.0027104736842105265,36.0,18.0
793.0,0.0113,0.079,0.4,0.0034,32.0,18.0
829.0,0.014036523797002366,0.057,0.4,0.003,37.0,22.0
497.0,0.0104,0.0708,0.42,0.0032,39.0,17.0
185.0,0.0061,0.0608,0.34,0.0025,38.0,16.0
457.0,0.0094,0.0629,0.39,0.0033,34.0,18.0
360.0,0.01,0.0747,0.38,0.003,31.0,16.0
367.0,0.0085,0.0702,0.33,0.003,31.0,17.0
687.0,0.011,0.0729,0.42,0.0033,38.0,19.0
850.0,0.007,0.066,0.36,0.0031,36.0,18.0
893.0,0.0108,0.0708,0.37,0.0035,34.0,19.0
549.0,0.0094,0.0715,0.38,0.0028,36.0,18.0
1439.0,0.0087,0.0579,0.35,0.0028,36.0,17.0
1454.0,0.0138,0.056,0.39,0.0031,28.0,12.0
2577.0,0.0206,0.0402,0.41,0.0029,27.0,16.0
3649.0,0.0136,0.0573,0.37,0.0032,31.0,17.0
4318.0,0.0137,0.057,0.31,0.0028,28.0,15.0
3802.0,0.0144,0.0538,0.27,0.003,28.0,13.0
4606.0,0.0126,0.0576,0.36,0.0034,32.0,15.0
5845.0,0.0159,0.0517,0.32,0.0026,28.0,16.0
3310.0,0.015,0.0511,0.37,0.0024,36.0,15.0
3497.0,0.0099,0.0578,0.35,0.0023,28.0,15.0
6499.0,0.0113,0.0553,0.43,0.003,30.0,15.0
5791.0,0.0136,0.0537,0.36,0.0028,29.0,15.0
3783.0,0.0138,0.0457,0.36968151147098516,0.0021,36.0,20.0
4973.0,0.0139,0.0538,0.34,0.0027104736842105265,31.0,15.0
6153.0,0.0128,0.0634,0.35,0.0031,27.0,14.0
7495.0,0.0118,0.0537,0.35,0.0029,27.0,14.0
5779.0,0.0117,0.057,0.35,0.0029,31.0,14.0
3134.0,0.0077,0.0489,0.3,0.0023,26.0,11.0
5507.0,0.0117,0.0505,0.34,0.0031,28.0,15.0
4702.0,0.0123,0.06,0.33,0.0028,26.0,12.0
5505.0,0.0105,0.0586,0.29,0.0028,25.0,14.0
5544.0,0.0124,0.0585,0.37,0.003,30.0,16.0
6964.0,0.0101,0.0532,0.32,0.003,38.0,14.0
9621.0,0.0129,0.0593,0.3,0.0033,28.0,15.0
6675.0,0.0152,0.0549,0.34,0.0025,33.0,15.0
220.0,0.0124,0.0474,0.31,0.0026,28.0,15.0
167.0,0.0075,0.0601,0.31,0.0026,18.0,7.0
269.0,0.0089,0.055,0.28,0.0024,15.0,9.0
416.0,0.0106,0.0583,0.31,0.0029,22.0,13.0
432.0,0.0101,0.0577,0.26,0.0024,20.0,12.0
493.0,0.0105,0.0551,0.36968151147098516,0.0029,20.0,9.0
545.0,0.0073,0.0599,0.3,0.0029,21.0,10.0
708.0,0.0109,0.0543,0.26,0.0023,20.0,12.0
398.0,0.0078,0.0525,0.32,0.002,22.0,12.0
409.0,0.0058,0.0591,0.28,0.0021,19.0,11.0
845.0,0.0066,0.0567,0.38,0.0027,20.0,11.0
823.0,0.0082,0.0577,0.29,0.0024,20.0,10.0
514.0,0.007,0.0549,0.35,0.0026,21.0,12.0
668.0,0.0086,0.0569,0.28,0.0027104736842105265,19.0,7.0
1022.0,0.01,0.0632,0.29,0.0026,19.0,10.0
1205.0,0.0093,0.0551,0.31,0.0026,19.0,10.0
652.0,0.0081,0.0595,0.31,0.0027,21.0,9.0
281.0,0.0055,0.0492,0.26,0.002,15.0,6.0
669.0,0.009,0.0491,0.31,0.0028,19.0,11.0
525.0,0.0091,0.0606,0.28,0.0025,18.0,8.0
615.0,0.0071,0.0598,0.23,0.0024,18.0,10.0
937.0,0.0105,0.0584,0.32,0.0027,22.0,12.0
1068.0,0.0065,0.0548,0.28,0.0028,18.0,8.0
1342.0,0.0104,0.0588,0.26,0.003,20.0,12.0
885.0,0.0115,0.0572,0.3,0.0024,21.0,10.0
1219.0,0.0089,0.0481,0.26,0.0023,21.0,10.0
1208.0,0.014,0.054,0.41,0.0029,30.0,16.0
2144.0,0.0166,0.0471,0.42,0.0024,29.0,19.0
2936.0,0.0144,0.0536,0.39,0.0028,35.0,21.0
3502.0,0.014,0.0541,0.36,0.0023,32.0,20.0
3204.0,0.0135,0.0526,0.36968151147098516,0.0025,31.0,17.0
3716.0,0.013,0.0538,0.39,0.0029,35.0,19.0
4601.0,0.016,0.0502,0.32,0.0022,34.0,21.0
2711.0,0.0172,0.0502,0.44,0.002,43.0,22.0
2730.0,0.0128,0.0569,0.39,0.0021,37.0,20.0
4922.0,0.0124,0.0526,0.54,0.0028,38.0,22.0
4698.0,0.0131,0.0559,0.38,0.0024,34.0,20.0
3085.0,0.0121,0.0518,0.48,0.0025,39.0,24.0
3867.0,0.0123,0.0567,0.4,0.0027104736842105265,35.0,20.0
4819.0,0.0132,0.0581,0.37,0.0028,28.0,19.0
5997.0,0.0113,0.0512,0.35,0.0024,26.0,15.0
4581.0,0.0108,0.0588,0.38,0.0023,34.0,17.0
2422.0,0.0071,0.0466,0.3,0.0018,26.0,13.0
4095.0,0.0138,0.0485,0.39,0.003,31.0,19.0
3693.0,0.0159,0.0552,0.36,0.0026,30.0,17.0
4400.0,0.011,0.0564,0.32,0.0023,30.0,18.0
4549.0,0.014,0.0549,0.4,0.0026,34.0,19.0
5857.0,0.0124,0.0508,0.33,0.0026,38.0,18.0
7638.0,0.0147,0.0537,0.33,0.0029,32.0,20.0
5268.0,0.0197,0.0528,0.36,0.0022,37.0,21.0
935.0,0.0113,0.0465,0.31,0.0022,35.0,20.0
991.0,0.0132,0.043,0.41,0.0028,18.0,8.0
1723.0,0.0152,0.0371,0.4,0.0025,16.0,11.0
2436.0,0.0136,0.0439,0.39,0.003,21.0,13.0
2655.0,0.0148,0.0407,0.34,0.0024,20.0,11.0
2391.0,0.0127,0.0395,0.36968151147098516,0.0024,21.0,12.0
2868.0,0.0121,0.0433,0.38,0.0029,21.0,11.0
3491.0,0.017,0.0391,0.34,0.0023,21.0,13.0
2148.0,0.0144,0.0415,0.42,0.0021,24.0,12.0
2192.0,0.0101,0.0462,0.36,0.0021,22.0,12.0
4076.0,0.01,0.0373,0.6,0.003,29.0,19.0
3812.0,0.0127,0.0434,0.38,0.0025,23.0,13.0
2405.0,0.0111,0.0437,0.49,0.0025,20.0,13.0
3244.0,0.011,0.0418,0.39,0.0027104736842105265,20.0,12.0
4007.0,0.0133,0.0457,0.36,0.0028,18.0,11.0
4819.0,0.0117,0.045,0.38,0.0026,18.0,10.0
3543.0,0.011,0.0463,0.37,0.0025,19.0,9.0
1922.0,0.0092,0.0395,0.3,0.0023,13.0,5.0
3361.0,0.0114,0.0353,0.39,0.003,21.0,12.0
2928.0,0.0137,0.0439,0.36,0.0026,17.0,8.0
3563.0,0.0102,0.0455,0.3,0.0023,18.0,10.0
3481.0,0.0119,0.0441,0.36,0.0026,21.0,11.0
4602.0,0.0131,0.0413,0.3,0.0026,22.0,10.0
5930.0,0.0149,0.0428,0.33,0.003,20.0,11.0
4252.0,0.0138,0.0423,0.36,0.0023,23.0,12.0
1001.0,0.0121,0.035,0.34,0.0024,21.0,13.0
1056.0,0.016,0.06,0.42,0.0028,22.0,10.0
1670.0,0.0201,0.0507,0.41,0.0025,21.0,14.0
2397.0,0.0164,0.0633,0.41,0.0029,28.0,17.0
2729.0,0.0169,0.0598,0.36,0.0025,24.0,14.0
2635.0,0.0184,0.0573,0.35,0.0025,24.0,11.0
2929.0,0.0159,0.0568,0.41,0.0029,24.0,12.0
3834.0,0.0171,0.0556,0.35,0.0023,21.0,12.0
2211.0,0.0186,0.055,0.45,0.002,23.0,12.0
2236.0,0.0071,0.0541,0.38,0.0019,12.0,3.0
4034.0,0.0123,0.059,0.54,0.0027,20.0,10.0
3797.0,0.015,0.0537,0.39,0.0024,20.0,10.0
2584.0,0.0063,0.0489,0.51,0.0027,18.0,14.0
3248.0,0.015,0.0579,0.39,0.0022,24.0,12.0
3986.0,0.0196,0.0628,0.41,0.0028,26.0,16.0
4704.0,0.0162,0.0625,0.42,0.0028,27.0,17.0
3680.0,0.0115,0.0632,0.39,0.0025,25.0,12.0
1878.0,0.0128,0.0542,0.32,0.0024,23.0,12.0
3508.0,0.015,0.0519,0.39,0.0029,28.0,16.0
2990.0,0.0129,0.0518,0.35,0.0024,18.0,9.0
3543.0,0.0131,0.0611,0.34,0.0023,25.0,14.0
3560.0,0.0168,0.0628,0.41,0.0026,29.0,16.0
4663.0,0.017,0.0588,0.32,0.0027,26.0,13.0
6124.0,0.0181,0.0596,0.35,0.0029,24.0,14.0
4157.0,0.0181,0.0601,0.4,0.0023,27.0,14.0
749.0,0.0142,0.0489,0.36,0.0024,22.0,12.0
710.0,0.0142,0.0647,0.45,0.0032,31.0,17.0
1262.0,0.0173,0.0581,0.42,0.0026,28.0,19.0
1884.0,0.0175,0.0634,0.47,0.0031,35.0,23.0
2284.0,0.0171,0.0607,0.39,0.0026,33.0,21.0
1985.0,0.016,0.0588,0.38,0.0025,32.0,19.0
2431.0,0.0157,0.0621,0.43,0.0031,35.0,22.0
2807.0,0.0173,0.0562,0.38,0.0023,32.0,21.0
1760.0,0.0184,0.0539,0.51,0.0021,37.0,20.0
1595.0,0.0115,0.0577,0.41,0.0022,34.0,20.0
3285.0,0.015,0.0536,0.59,0.0027,32.0,19.0
2907.0,0.0143,0.0577,0.42,0.0026,31.0,20.0
2121.0,0.0113,0.0657,0.6,0.0027,37.0,23.0
2660.0,0.0116,0.0668,0.46,0.0023,31.0,18.0
3391.0,0.0153,0.0698,0.44,0.0029,33.0,21.0
3898.0,0.0129,0.0681,0.44,0.0028,35.0,22.0
2994.0,0.0116,0.0661,0.45,0.0026,36.0,21.0
1550.0,0.0108,0.0581,0.34,0.0025,30.0,18.0
2839.0,0.0121,0.0609,0.43,0.0032,33.0,21.0
2468.0,0.0165,0.0673,0.43,0.0028,33.0,19.0
2746.0,0.012,0.069,0.37,0.0025,31.0,15.0
3027.0,0.0142,0.0704,0.45,0.0028,37.0,22.0
3712.0,0.0146,0.0636,0.36,0.0027,33.0,19.0
5015.0,0.0195,0.0593,0.39,0.003,33.0,21.0
3326.0,0.0172,0.0628,0.43,0.0025,36.0,22.0
98.0,0.0145,0.0502,0.38,0.0024,31.0,20.0
99.0,0.007,0.0611,0.36,0.0024,17.0,10.0
225.0,0.0089,0.0549,0.35,0.0022,17.0,12.0
274.0,0.008,0.0524,0.38,0.0026,19.0,14.0
318.0,0.0086,0.0587,0.31,0.0024,21.0,13.0
513.0,0.0083,0.0575,0.32,0.0025,21.0,12.0
327.0,0.0073,0.0597,0.36,0.0027,21.0,14.0
417.0,0.0112,0.0519,0.3,0.002,21.0,13.0
211.0,0.0088,0.0556,0.44,0.0019,20.0,12.0
246.0,0.0051,0.0529,0.34,0.002,22.0,13.0
524.0,0.0058,0.0507,0.55,0.0025,17.0,12.0
534.0,0.0081,0.0511,0.36,0.0023,20.0,13.0
333.0,0.0042,0.054,0.53,0.0022,18.0,14.0
477.0,0.0068,0.0629,0.41,0.0019,19.0,10.0
722.0,0.0109,0.0628,0.38,0.0025,22.0,14.0
752.0,0.0096,0.0601,0.4,0.0025,22.0,14.0
425.0,0.0084,0.0592,0.44,0.0022,24.0,15.0
163.0,0.0075,0.0521,0.31,0.0022,17.0,13.0
406.0,0.009,0.0477,0.39,0.0028,25.0,14.0
312.0,0.0108,0.0606,0.37,0.0024,21.0,12.0
337.0,0.0088,0.0589,0.32,0.0022,22.0,15.19673855865334
676.0,0.0109,0.0589,0.41,0.0025,24.0,14.0
819.0,0.0106,0.0565,0.33,0.0026,19.0,12.0
915.0,0.0107,0.0575,0.32,0.0029,22.0,15.0
475.0,0.0098,0.061,0.37,0.0022,24.0,14.0
1325.0,0.0075,0.046,0.32,0.0021,20.0,12.0
1273.0,0.0172,0.0508,0.47,0.0032,26.0,14.0
2190.0,0.0194,0.0466,0.42,0.0028,23.0,17.0
3254.0,0.0214,0.05,0.47,0.0033,32.0,20.0
3659.0,0.0202,0.0487,0.4,0.0029,28.0,18.0
3266.0,0.019,0.0432,0.41,0.0027,29.0,16.0
3875.0,0.0163,0.0509,0.44,0.0032,30.0,19.0
4652.0,0.0205,0.042,0.35,0.0023,30.0,19.0
2918.0,0.018,0.0449,0.45,0.0022,31.0,18.0
2924.0,0.0109,0.0452,0.39,0.0023,29.0,17.0
5458.0,0.0129,0.0437,0.55,0.0027,27.0,17.0
4831.0,0.0164,0.0409,0.42,0.0026,28.0,17.0
3292.0,0.0135,0.0359,0.6,0.0027,30.0,20.0
4016.0,0.0163,0.0475,0.48,0.0024,28.0,16.0
5028.0,0.019,0.054,0.43,0.0033,29.0,18.0
6120.0,0.0175,0.0519,0.45,0.003,30.0,20.0
4971.0,0.0143,0.0369,0.46,0.0024,33.0,21.0
2521.0,0.0144,0.0466,0.34,0.0028,29.0,16.0
4519.0,0.0178,0.0403,0.41,0.0033,31.0,18.0
3841.0,0.0199,0.0533,0.42,0.003,28.0,17.0
4693.0,0.0169,0.0519,0.36,0.0026,26.0,18.0
4644.0,0.02,0.0533,0.44,0.0031,32.0,18.0
6035.0,0.0221,0.0424,0.35,0.0029,27.0,16.0
7820.0,0.0223,0.0492,0.41,0.0033,30.0,19.0
5409.0,0.0225,0.0475,0.45,0.0025,34.0,20.0
873.0,0.0186,0.0342,0.4,0.0026,30.0,18.0
863.0,0.0153,0.0507,0.41,0.0031,23.0,12.0
1538.0,0.0176,0.0455,0.38,0.0027,21.0,15.0
2118.0,0.0171,0.0468,0.42,0.0033,29.0,19.0
2343.0,0.0165,0.0513,0.34,0.0028,26.0,14.0
2394.0,0.0149,0.0493,0.41,0.0027,27.0,14.0
2651.0,0.0136,0.0525,0.38,0.0031,27.0,16.0
3256.0,0.0168,0.0484,0.29,0.0024,25.0,16.0
1946.0,0.0174,0.0407,0.43,0.0022,31.0,18.0
2011.0,0.0083,0.0533,0.35,0.0022,25.0,14.0
3686.0,0.0106,0.051,0.48,0.0027,24.0,15.0
3413.0,0.0166,0.0323,0.4,0.0026,27.0,16.0
2331.0,0.0121,0.048,0.4,0.0027,26.0,14.0
2764.0,0.0148,0.0479,0.4,0.0023,24.0,13.0
3561.0,0.0173,0.0516,0.38,0.0031,25.0,15.0
4233.0,0.014,0.0512,0.39,0.0027,24.0,14.0
3263.0,0.0159,0.0486,0.41,0.0031,29.0,15.0
1732.0,0.0115,0.0443,0.3,0.0024,24.0,10.0
2972.0,0.0169,0.0383,0.4,0.0036,30.0,18.0
2653.0,0.0164,0.0507,0.37,0.0026,23.0,13.0
3310.0,0.012,0.0566,0.32,0.0026,23.0,14.0
3197.0,0.0149,0.055,0.38,0.0028,26.0,14.0
4176.0,0.0153,0.0489,0.31,0.0028,30.0,15.0
5337.0,0.0178,0.0516,0.33,0.0031,26.0,16.0
3710.0,0.0172,0.0542,0.39,0.0026,28.0,17.0
816.0,0.0143,0.0419,0.35,0.0026,26.0,16.0
725.0,0.0173,0.0452,0.47,0.0029,25.0,15.0
1388.0,0.0201,0.0424,0.41,0.0025,23.0,17.0
1850.0,0.0198,0.0511,0.45,0.0029,29.0,21.0
2333.0,0.0182,0.0484,0.37,0.0029,27.0,17.0
2157.0,0.0158,0.0501,0.4,0.0026,28.0,16.0
2320.0,0.0172,0.0487,0.42,0.003,29.0,19.0
2942.0,0.0181,0.0454,0.28,0.0021,29.0,18.0
1763.0,0.0159,0.0291,0.41,0.002,30.0,17.0
1861.0,0.0093,0.0501,0.36,0.0021,26.0,17.0
3371.0,0.0127,0.0475,0.52,0.0026,28.0,18.0
2993.0,0.0158,0.0497,0.39,0.0026,27.0,18.0
1950.0,0.0107,0.0427,0.44,0.0024,28.0,19.0
2355.0,0.0145,0.0451,0.43,0.002,30.0,18.0
3275.0,0.017,0.0498,0.39,0.0028,27.0,18.0
3874.0,0.0159,0.0476,0.41,0.0026,30.0,19.0
3048.0,0.0158,0.0457,0.43,0.0027,31.0,19.0
1532.0,0.014,0.0405,0.33,0.0022,32.0,20.0
2707.0,0.0176,0.0134,0.43,0.0032,31.0,19.0
2559.0,0.0212,0.0448,0.39,0.0025,27.0,17.0
2895.0,0.0155,0.0231,0.36,0.0026,30.0,19.0
3131.0,0.0203,0.0464,0.43,0.0029,34.0,20.0
3879.0,0.0191,0.045,0.34,0.0027,32.0,21.0
5104.0,0.0218,0.0469,0.39,0.003,29.0,19.0
3366.0,0.0232,0.0507,0.43,0.0024,30.0,19.0
895.0,0.0171,0.0416,0.38,0.0025,28.0,18.0
833.0,0.0161,0.0493,0.43,0.003,25.0,16.0
1469.0,0.0192,0.0406,0.41,0.0026,24.0,17.0
2209.0,0.0223,0.0493,0.48,0.0033,34.0,25.0
2354.0,0.019,0.0472,0.37,0.0028,28.0,18.0
2278.0,0.0167,0.0486,0.42,0.0028,29.0,18.0
2685.0,0.0139,0.051,0.4,0.003,29.0,19.0
3128.0,0.0159,0.0374,0.26,0.002,22.0,15.0
1939.0,0.0161,0.0436,0.47,0.002,29.0,17.0
1996.0,0.0079,0.0498,0.35,0.002,27.0,17.0
3781.0,0.0097,0.0514,0.54,0.0026,26.0,16.0
3387.0,0.0129,0.0475,0.36,0.0026,26.0,18.0
2280.0,0.0103,0.0456,0.46,0.0026,30.0,20.0
2782.0,0.0145,0.0475,0.44,0.002,28.0,16.0
3560.0,0.0187,0.0491,0.42,0.0032,28.0,19.0
4154.0,0.0192,0.0436,0.44,0.0031,32.0,22.0
3382.0,0.0233,0.0157,0.46,0.0025,33.0,19.0
1702.0,0.0168,0.0375,0.34,0.0025,36.0,23.0
3041.0,0.0179,0.0382,0.43,0.0034,36.0,23.0
2729.0,0.0231,0.0434,0.43,0.003,30.0,19.0
3222.0,0.0182,0.0417,0.38,0.0028,31.0,21.0
3186.0,0.0232,0.0422,0.46,0.0032,39.0,24.0
4220.0,0.0216,0.0409,0.37,0.0028,37.0,23.0
5356.0,0.0244,0.0438,0.4,0.0034,32.0,21.0
3771.0,0.024,0.0459,0.43,0.0028,34.0,22.0
957.0,0.0175,0.0403,0.38,0.0025,28.0,19.0
943.0,0.0168,0.0498,0.43,0.0033,23.0,13.0
1552.0,0.0176,0.0441,0.37,0.0028,20.0,15.0
2481.0,0.0173,0.0575,0.41,0.0034,26.0,19.0
2664.0,0.018,0.0498,0.35,0.0029,25.0,16.0
2696.0,0.0162,0.0504,0.4,0.003,25.0,15.0
2978.0,0.0148,0.0505,0.39,0.0033,26.0,16.0
3659.0,0.0191,0.0447,0.36,0.0025,26.0,18.0
2058.0,0.0166,0.0454,0.45,0.0023,31.0,17.0
2216.0,0.0101,0.0496,0.36,0.0023,26.0,16.0
3985.0,0.0118,0.0531,0.54,0.0027,27.0,15.0
3739.0,0.0162,0.0463,0.39,0.0029,27.0,17.0
2594.0,0.0129,0.0421,0.46,0.0028,27.0,17.0
2992.0,0.0161,0.0445,0.4,0.0023,27.0,14.0
3865.0,0.0172,0.0498,0.37,0.0035,22.0,14.0
4864.0,0.016,0.0491,0.39,0.003,24.0,16.0
3774.0,0.015,0.0465,0.38,0.0029,24.0,15.0
1813.0,0.0142,0.0436,0.3,0.0027,23.0,14.0
3358.0,0.0171,0.0431,0.37,0.0033,24.0,16.0
2970.0,0.0184,0.047,0.36,0.0028,22.0,12.0
3484.0,0.0162,0.0524,0.33,0.0029,24.0,16.0
3601.0,0.0192,0.051,0.4,0.0033,28.0,16.0
4726.0,0.0176,0.0493,0.32,0.003,27.0,16.0
6117.0,0.0188,0.05,0.35,0.0035,25.0,17.0
4222.0,0.0224,0.0513,0.41,0.0026,29.0,19.0
694.0,0.0154,0.0436,0.37,0.0027,26.0,16.0
642.0,0.017,0.0515,0.4,0.0031,18.0,10.0
1221.0,0.0177,0.0459,0.35,0.0026,15.0,11.0
1893.0,0.0207,0.0546,0.44,0.0034,23.0,15.0
2063.0,0.0221,0.0475,0.36,0.0029,22.0,13.0
1863.0,0.0213,0.0451,0.39,0.0029,24.0,13.0
2174.0,0.0154,0.0525,0.38,0.0032,22.0,13.0
2676.0,0.019,0.047,0.34,0.0024,21.0,15.0
1540.0,0.0164,0.0478,0.42,0.0021,20.0,10.0
1622.0,0.009,0.0552,0.33,0.0021,20.0,12.0
3096.0,0.0092,0.0603,0.46,0.0027,18.0,10.0
2895.0,0.0154,0.0504,0.36,0.0027,20.0,13.0
1955.0,0.009,0.0445,0.4,0.003,26.904448539089234,12.0
2361.0,0.0141,0.0498,0.32,0.0021,17.0,8.0
3044.0,0.019,0.0501,0.36,0.003,19.0,11.0
3658.0,0.0192,0.0476,0.39,0.0034,21.0,12.0
2686.0,0.0166,0.0467,0.36,0.0035,21.0,10.0
1402.0,0.0182,0.0386,0.3,0.0027,20.0,10.0
2622.0,0.0187,0.0427,0.39,0.0036,23.0,16.0
2306.0,0.0245,0.0454,0.38,0.003,21.0,10.0
2451.0,0.0189,0.054,0.33,0.0032,21.0,13.0
2805.0,0.0257,0.0458,0.43,0.0034,26.0,15.0
3596.0,0.0227,0.0454,0.33,0.0031,22.0,12.0
4706.0,0.0249,0.0479,0.37,0.004,25.0,16.0
3242.0,0.0289,0.0472,0.43,0.003,30.0,17.0
97.0,0.0202,0.0397,0.36,0.0026,22.0,14.0
77.0,0.0108,0.0536,0.4,0.0031,23.0,13.0
183.0,0.0116,0.0481,0.35,0.0026,20.0,14.0
297.0,0.0144,0.0599,0.46,0.0033,29.0,21.0
335.0,0.0153,0.0502,0.37,0.0029,27.0,17.0
467.0,0.0146,0.0459,0.41,0.0029,27.0,16.0
424.0,0.0103,0.0517,0.37,0.0032,27.0,16.0
377.0,0.0155,0.0439,0.34,0.0024,26.0,18.0
275.0,0.0136,0.0434,0.46,0.0022,29.0,14.0
248.0,0.0071,0.0496,0.35,0.0023,28.0,17.0
680.0,0.0076,0.0539,0.54,0.0029,27.0,15.0
643.0,0.0118,0.0447,0.39,0.0029,27.0,17.0
332.0,0.0089,0.0419,0.47,0.0027,25.0,16.0
528.0,0.0097,0.047,0.37,0.0023,23.0,12.0
713.0,0.013,0.0495,0.37,0.0029,25.0,15.0
839.0,0.0138,0.0488,0.41,0.0032,25.0,15.0
412.0,0.0123,0.0473,0.38,0.0032,27.0,15.0
169.0,0.0112,0.0421,0.3,0.0027,25.0,13.0
381.0,0.0134,0.0409,0.4,0.0032,28.0,19.0
309.0,0.0152,0.0492,0.38,0.0029,25.0,13.0
354.0,0.014,0.0529,0.36,0.0031,27.0,18.0
624.0,0.0163,0.0483,0.42,0.0032,30.0,18.0
803.0,0.0151,0.0503,0.35,0.0031,26.0,15.0
840.0,0.0177,0.0492,0.38,0.0038,29.0,19.0
499.0,0.0164,0.0531,0.41,0.0028,31.0,18.0
1252.0,0.0132,0.0396,0.37,0.0026,26.0,17.0
1137.0,0.0166,0.0694,0.5,0.0032,42.0,26.0
2084.0,0.0213,0.0617,0.52,0.003,39.0,29.0
2930.0,0.0248,0.0724,0.51,0.0035,49.0,34.0
3305.0,0.0166,0.07,0.42,0.0031,44.0,29.0
3137.0,0.0163,0.0621,0.5,0.003,48.0,29.0
3673.0,0.015,0.0653,0.47,0.0035,49.0,31.0
4408.0,0.0209,0.0538,0.43,0.0026,46.0,33.0
2635.0,0.0177,0.0624,0.56,0.0026,50.0,27.0
2793.0,0.0107,0.0585,0.43,0.0024,47.0,31.0
5198.0,0.0098,0.0717,0.63,0.0028,42.0,26.0
4636.0,0.0144,0.0611,0.45,0.0031,44.0,30.0
3202.0,0.0121,0.0686,0.58,0.0028,43.0,27.0
3768.0,0.013,0.0774,0.48,0.0028,44.0,23.0
4776.0,0.0188,0.0741,0.48,0.0033,42.0,28.0
5980.0,0.0218,0.0428,0.49,0.0032,33.0,21.0
4841.0,0.0199,0.0706,0.53,0.0034,45.0,28.0
2353.0,0.0164,0.0609,0.37,0.0029,43.0,24.0
4400.0,0.018,0.0573,0.49,0.0034,44.0,31.0
3859.0,0.0241,0.0672,0.48,0.0031,42.0,27.0
4482.0,0.0192,0.0662,0.42,0.0033,42.0,29.0
4475.0,0.0226,0.0673,0.51,0.0035,48.0,30.0
5782.0,0.0227,0.0652,0.42,0.0032,47.0,26.0
7652.0,0.0221,0.0613,0.45,0.0038,46.0,31.0
5214.0,0.0242,0.0635,0.49,0.0029,50.0,33.0
804.0,0.0165,0.0479,0.45,0.0027,43.0,29.0
816.0,0.0182,0.0479,0.47,0.0034,37.0,24.0
1411.0,0.0249,0.0355,0.53,0.0033,35.0,26.0
2072.0,0.0243,0.0414,0.44,0.0035,34.0,21.0
2292.0,0.0188,0.0391,0.37,0.0031,33.0,20.0
2301.0,0.0189,0.0374,0.44,0.003,36.0,20.0
2486.0,0.0171,0.0512,0.48,0.004,53.0,33.0
3241.0,0.0192,0.0364,0.37,0.0026,35.0,23.0
1865.0,0.0207,0.0359,0.55,0.0031,37.0,21.0
1892.0,0.0135,0.0344,0.43,0.0025,40.0,26.0
3591.0,0.0149,0.041,0.51,0.0028,33.0,21.0
3310.0,0.0152,0.0419,0.42,0.0032,36.0,24.0
2231.0,0.0179,0.0337,0.59,0.0027,33.0,23.0
2612.0,0.0176,0.0385,0.44,0.0029,31.0,17.0
3450.0,0.0218,0.0399,0.45,0.0033,33.0,21.0
4188.0,0.0207,0.0361,0.46,0.003,35.0,21.0
3228.0,0.0251,0.036,0.5,0.0037,36.0,21.0
1615.0,0.0157,0.0348,0.32,0.0027,30.0,16.0
2879.0,0.0146,0.0324,0.4,0.0034,29.0,19.0
2700.0,0.0247,0.0364,0.44,0.0029,33.0,19.0
3162.0,0.0193,0.039,0.36,0.003,32.0,19.0
3185.0,0.0198,0.0403,0.42,0.0035,35.0,19.0
4345.0,0.0232,0.0366,0.36,0.0032,35.0,16.0
5247.0,0.0231,0.0379,0.4,0.0038,33.0,21.0
3674.0,0.0219,0.0407,0.41,0.0028,37.0,21.0
792.0,0.0148,0.0326,0.37,0.0028,33.0,19.0
663.0,0.0115,0.0235,0.35,0.0027,8.0,3.0
1248.0,0.0132,0.0195,0.31,0.0025,7.0,5.0
1771.0,0.0128,0.0243,0.35,0.0028,12.0,7.0
2067.0,0.0126,0.0199,0.28,0.003,12.0,6.0
2041.0,0.011,0.023,0.34,0.0024,11.0,4.0
2386.0,0.0122,0.0203,0.33,0.0028,12.0,5.0
2784.0,0.0152,0.0205,0.27,0.0021,12.0,5.0
1586.0,0.0107,0.0238,0.39,0.0026,10.0,4.0
1796.0,0.0057,0.0247,0.28,0.0021,12.0,4.0
3101.0,0.0055,0.0297,0.39,0.0025,15.0,10.0
3083.0,0.0084,0.0223,0.29,0.0025,10.0,5.0
1786.0,0.0066,0.0279,0.5,0.0022,12.0,9.0
2287.0,0.0075,0.027,0.36,0.0023,8.0,2.0
2979.0,0.011,0.024,0.32,0.0024,11.0,5.0
3912.0,0.0123,0.0176,0.34,0.0022,10.0,4.0
3009.0,0.0109,0.024,0.37,0.0023,11.0,5.0
1518.0,0.0103,0.0221,0.25,0.0019,4.0,1.0
2612.0,0.0121,0.019,0.35,0.0028,14.0,6.0
2418.0,0.015,0.024,0.4,0.002,26.904448539089234,7.0
2752.0,0.0128,0.0219,0.27,0.0022,10.0,5.0
2910.0,0.014,0.02,0.34,0.0026,12.0,5.0
3777.0,0.0153,0.0218,0.27,0.0026,10.0,3.0
4705.0,0.016,0.0205,0.3,0.003,11.0,6.0
3155.0,0.0161,0.021,0.34,0.0022,12.0,6.0
842.0,0.009,0.0174,0.28,0.0024,11.0,7.0
