감기_lag1,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
470.0,0.0107,0.0472,0.42,0.0025,14.0,9.0
168.0,0.0076,0.0407,0.29,0.002,12.0,6.0
441.0,0.0076,0.0381,0.39,0.0027,20.0,13.0
347.0,0.0118,0.0459,0.39,0.0024,20.0,11.0
347.0,0.0094,0.0431,0.3,0.0022,17.0,10.0
680.0,0.0108,0.0452,0.41,0.0025,22.0,12.0
835.0,0.0115,0.0421,0.32,0.0027,14.0,5.0
1035.0,0.0121,0.0392,0.32,0.0028,17.0,9.0
548.0,0.01,0.044,0.34,0.0022,16.0,8.0
1239.0,0.0082,0.0345,0.29,0.0022,15.0,8.0
1359.0,0.0158,0.0552,0.46,0.003,31.0,17.0
2095.0,0.0191,0.0506,0.43,0.0025,28.0,20.0
3256.0,0.0235,0.0413,0.48,0.0029,34.0,24.0
3721.0,0.0144,0.0576,0.36,0.0026,30.0,19.0
3568.0,0.0137,0.0534,0.32,0.0028,30.0,17.0
4111.0,0.0141,0.0537,0.42,0.0029,34.0,19.0
4917.0,0.0173,0.0557,0.35,0.0024,31.0,19.0
2954.0,0.0157,0.0503,0.43,0.0028,21.0,17.0
3091.0,0.0119,0.0524,0.41,0.0023,32.0,17.0
5825.0,0.0105,0.0533,0.39,0.0025,24.0,15.0
5244.0,0.0124,0.0405,0.41,0.002,27.0,16.0
3488.0,0.0112,0.047,0.67,0.0029,31.0,23.0
4021.0,0.0119,0.0613,0.39,0.0026,28.0,17.0
5179.0,0.0153,0.0599,0.43,0.0028,34.0,25.0
6806.0,0.0145,0.0467,0.54,0.0024,46.0,31.0
5201.0,0.0147,0.052,0.54,0.0027,39.0,28.0
2576.0,0.0088,0.0528,0.32,0.0023,28.0,18.0
4694.0,0.0113,0.0525,0.42,0.0029,40.0,24.0
4070.0,0.016,0.0582,0.44,0.0026,33.0,21.0
4918.0,0.011,0.0584,0.34,0.0024,37.0,22.0
4545.0,0.012,0.0623,0.44,0.0027,39.0,22.0
5894.0,0.0177,0.0492,0.38,0.0028,33.0,16.0
8276.0,0.0155,0.0538,0.38,0.0029,34.0,21.0
5654.0,0.0142,0.0591,0.4,0.0023,33.0,19.0
702.0,0.0111,0.0464,0.34,0.0024,30.0,16.0
810.0,0.0186,0.0423,0.46,0.0029,16.0,8.0
1319.0,0.0199,0.0404,0.4,0.0027,23.0,16.0
1933.0,0.0233,0.0416,0.43,0.0029,18.0,12.0
2002.0,0.0169,0.0434,0.36,0.0031,20.0,10.0
2216.0,0.017,0.0387,0.29,0.0027,20.0,10.0
2433.0,0.017,0.0419,0.41,0.0029,19.0,10.0
3027.0,0.0172,0.0437,0.32,0.0023,18.0,10.0
1872.0,0.0174,0.0397,0.41,0.0027,13.0,9.0
1820.0,0.0099,0.0437,0.37,0.0022,21.0,10.0
3434.0,0.0113,0.0446,0.35,0.0024,14.0,10.0
3147.0,0.0139,0.0427,0.37,0.002,19.0,9.0
2078.0,0.0112,0.0352,0.4,0.003,25.0,16.0
2439.0,0.011,0.0472,0.33,0.0025,14.0,8.0
3208.0,0.0176,0.0472,0.42,0.0029,18.0,12.0
3803.0,0.0201,0.0377,0.45,0.0025,21.0,12.0
3032.0,0.0156,0.0464,0.44,0.0029,24.0,13.0
1370.0,0.0157,0.0356,0.32,0.0021,13.0,8.0
2752.0,0.0129,0.0382,0.41,0.0029,21.0,11.0
2367.0,0.0252,0.0375,0.45,0.0026,21.0,11.0
2736.0,0.0197,0.0379,0.36,0.0024,19.0,10.0
2862.0,0.0202,0.0413,0.44,0.0027,21.0,11.0
3829.0,0.023,0.0363,0.4,0.0027,18.0,8.0
4702.0,0.0203,0.0398,0.38,0.0029,18.0,11.0
3565.0,0.0199,0.042,0.41,0.0023,19.0,9.0
820.0,0.0057,0.0351,0.35,0.0024,29.0,14.0
845.0,0.0213,0.0344,0.45,0.003,23.0,13.0
1447.0,0.0239,0.0307,0.4,0.0027,20.0,14.0
2107.0,0.0212,0.0388,0.42,0.0031,25.0,17.0
2481.0,0.0213,0.0369,0.36,0.0027,23.0,15.0
2464.0,0.0183,0.0279,0.28,0.0025,21.0,9.0
2742.0,0.0188,0.0357,0.41,0.003,26.0,14.0
3395.0,0.0231,0.0344,0.34,0.0024,25.0,16.0
1880.0,0.0184,0.0341,0.41,0.0027,20.0,16.0
2003.0,0.0107,0.0361,0.37,0.0022,27.0,14.0
3919.0,0.0123,0.0368,0.36,0.0023,19.0,14.0
3580.0,0.0167,0.0341,0.38,0.002,25.0,14.0
2153.0,0.0122,0.0288,0.44,0.0027,24.0,22.0
2640.0,0.0166,0.0345,0.35,0.0025,22.0,13.0
3445.0,0.0221,0.0359,0.39,0.0029,22.0,15.0
4639.0,0.0155,0.0387,0.37,0.0026,25.0,18.0
3377.0,0.0186,0.0346,0.36,0.0028,25.0,15.0
1748.0,0.0113,0.0375,0.26,0.0022,18.0,12.0
2963.0,0.0075,0.0279,0.3,0.0029,23.0,13.0
2754.0,0.0223,0.0363,0.39,0.0026,23.0,14.0
3209.0,0.016,0.0383,0.33,0.0026,24.0,15.0
3188.0,0.0162,0.0428,0.38,0.0028,25.0,16.0
4019.0,0.0227,0.0331,0.39,0.0028,26.0,14.0
5441.0,0.0229,0.0334,0.37,0.003,25.0,16.0
3829.0,0.0234,0.0363,0.4,0.0025,27.0,15.0
816.0,0.0186,0.0298,0.35,0.0026,24.0,14.0
818.0,0.0243,0.0164,0.48,0.003,22.0,14.0
1325.0,0.0297,0.0144,0.5,0.0028,29.0,22.0
2082.0,0.0256,0.0165,0.44,0.0031,22.0,16.0
2266.0,0.0232,0.015,0.4,0.0032,24.0,15.0
2175.0,0.0236,0.0119,0.36,0.0022,28.0,18.0
2497.0,0.021,0.0161,0.42,0.003,27.0,17.0
3065.0,0.022,0.0197,0.32,0.0024,24.0,16.0
1777.0,0.0232,0.0141,0.49,0.0027,13.0,14.0
1924.0,0.0158,0.0158,0.41,0.0024,27.0,15.0
3420.0,0.0155,0.0149,0.4,0.0022,26.0,22.0
3420.0,0.0154,0.0187,0.37,0.002,24.0,15.0
2153.0,0.0136,0.0151,0.5,0.0028,30.0,20.0
2656.0,0.0143,0.0214,0.34,0.0024,16.0,10.0
3431.0,0.0201,0.0225,0.4,0.0029,20.0,15.0
4166.0,0.0188,0.0185,0.4,0.0025,24.0,17.0
3296.0,0.0184,0.0162,0.4,0.0023,25.0,15.0
1574.0,0.0134,0.0219,0.27,0.002,13.0,10.0
2822.0,0.0135,0.0224,0.4,0.0029,31.0,19.0
2430.0,0.0248,0.0203,0.42,0.0026,24.0,17.0
3110.0,0.017,0.0196,0.31,0.0025,22.0,14.0
2992.0,0.017,0.0235,0.38,0.0028,24.0,14.0
3834.0,0.0227,0.0228,0.38,0.0027,20.0,11.0
5400.0,0.0251,0.0138,0.4,0.0028,26.0,17.0
3946.0,0.0231,0.0153,0.4,0.0025,25.0,14.0
867.0,0.0171,0.0131,0.35,0.0026,26.0,15.0
1007.0,0.0131,0.026,0.38,0.003,17.0,10.0
1524.0,0.0192,0.0206,0.35,0.0025,15.0,10.0
2489.0,0.0135,0.0296,0.34,0.0028,15.0,11.0
2726.0,0.0151,0.0259,0.34,0.0025,17.0,12.0
2753.0,0.0081,0.0269,0.17,0.002,8.0,4.0
3086.0,0.0107,0.0247,0.33,0.0027,19.0,11.0
3784.0,0.0214,0.0255,0.31,0.0023,18.0,11.0
2153.0,0.0147,0.0248,0.41,0.0025,10.0,8.0
2307.0,0.0108,0.0314,0.34,0.0024,16.0,9.0
4297.0,0.0111,0.0305,0.4,0.0024,9.0,7.0
3795.0,0.0125,0.0268,0.35,0.002,16.0,10.0
2556.0,0.0113,0.0198,0.47,0.003,18.0,11.0
3016.0,0.004,0.0356,0.22,0.0023,7.0,4.0
3954.0,0.0129,0.0336,0.32,0.0026,17.0,11.0
4909.0,0.0077,0.0307,0.29,0.0022,23.0,13.0
3853.0,0.0078,0.0277,0.28,0.002,26.0,10.0
1724.0,0.0081,0.0293,0.22,0.0018,10.0,7.0
3400.0,0.0107,0.0283,0.25,0.0028,19.0,12.0
3045.0,0.013,0.0304,0.32,0.0025,17.0,8.0
3480.0,0.0085,0.0329,0.26,0.0022,16.0,10.0
3365.0,0.0107,0.0275,0.31,0.0025,15.0,8.0
4501.0,0.0106,0.0365,0.32,0.0027,14.0,7.0
6085.0,0.0134,0.0283,0.33,0.0029,18.0,12.0
4339.0,0.0139,0.0264,0.33,0.0022,14.0,8.0
737.0,0.0125,0.0191,0.3,0.0027,13.0,6.0
778.0,0.0107,0.0367,0.42,0.003,23.0,12.0
1306.0,0.017,0.0293,0.4,0.0025,21.0,14.0
2123.0,0.0095,0.0355,0.38,0.0026,17.0,11.0
2279.0,0.0116,0.0351,0.37,0.0023,22.0,14.0
2244.0,0.0095,0.0317,0.28,0.002,19.0,11.0
2585.0,0.0095,0.0351,0.29,0.0027,25.0,14.0
2955.0,0.0165,0.0358,0.32,0.0024,23.0,15.0
1676.0,0.0121,0.0336,0.45,0.0024,13.0,12.0
1852.0,0.009,0.0417,0.39,0.0023,26.0,15.0
3708.0,0.0076,0.036,0.37,0.0026,17.0,11.0
3179.0,0.0122,0.0346,0.42,0.002,24.0,15.0
2239.0,0.0087,0.0287,0.5,0.0029,18.0,22.0
2669.0,0.008,0.0417,0.31,0.0024,19.0,13.0
3264.0,0.0119,0.0436,0.38,0.0028,22.0,15.0
4237.0,0.0089,0.0373,0.39,0.0024,27.0,16.0
3268.0,0.0096,0.036,0.37,0.0021,28.0,14.0
1665.0,0.0071,0.0352,0.27,0.002,17.0,9.0
2993.0,0.0086,0.0369,0.27,0.0028,27.0,15.0
2565.0,0.0108,0.0375,0.37,0.0024,23.0,12.0
2796.0,0.0074,0.0413,0.33,0.0023,24.0,15.0
3136.0,0.01,0.0365,0.41,0.0026,28.0,15.0
3777.0,0.0086,0.0406,0.36,0.0027,21.0,11.0
5366.0,0.0099,0.0368,0.36,0.003,23.0,15.0
3712.0,0.0118,0.0366,0.36,0.0022,21.0,11.0
100.0,0.0096,0.0292,0.33,0.0026,19.0,9.0
120.0,0.0109,0.0371,0.37,0.003,29.0,14.0
190.0,0.0128,0.0322,0.33,0.0026,25.0,15.0
341.0,0.0099,0.0389,0.37,0.0028,31.0,18.0
360.0,0.0125,0.0336,0.36,0.0024,31.0,17.0
587.0,0.0115,0.0327,0.28,0.0023,32.0,17.0
583.0,0.0092,0.0387,0.24,0.0028,33.0,17.0
551.0,0.0143,0.0353,0.28,0.0024,32.0,19.0
365.0,0.0094,0.0386,0.44,0.003,18.0,15.0
336.0,0.0083,0.0378,0.35,0.0023,37.0,19.0
793.0,0.0081,0.036,0.28,0.0028,28.0,17.0
673.0,0.0127,0.0318,0.41,0.0022,34.0,19.0
368.0,0.0087,0.0263,0.51,0.0029,31.0,25.0
600.0,0.0098,0.0353,0.27,0.0027,27.0,16.0
929.0,0.013,0.0408,0.34,0.0029,29.0,16.0
1077.0,0.0091,0.0364,0.35,0.0025,32.0,16.0
579.0,0.0084,0.0345,0.34,0.0023,36.0,14.0
202.0,0.0069,0.0325,0.24,0.0022,24.0,12.0
559.0,0.0081,0.0305,0.25,0.0028,32.0,15.0
346.0,0.0097,0.0375,0.33,0.0025,28.0,14.0
371.0,0.0081,0.0373,0.29,0.0023,30.0,16.0
660.0,0.0106,0.0368,0.35,0.0026,34.0,14.0
875.0,0.0081,0.0352,0.34,0.0028,27.0,13.0
1113.0,0.0087,0.0362,0.34,0.0029,32.0,17.0
742.0,0.0116,0.0338,0.36,0.0022,31.0,15.0
1305.0,0.0104,0.0271,0.34,0.0026,30.0,14.0
1378.0,0.0181,0.0278,0.4,0.0033,24.0,13.0
2206.0,0.0205,0.0189,0.37,0.0028,20.0,13.0
3462.0,0.0188,0.0278,0.38,0.003,27.0,16.0
3747.0,0.0202,0.0236,0.35,0.0027,27.0,16.0
3781.0,0.0208,0.0196,0.3,0.0023,29.0,16.0
4131.0,0.0163,0.0303,0.22,0.003,28.0,15.0
4951.0,0.0206,0.0191,0.27,0.0024,27.0,15.0
3091.0,0.0174,0.0197,0.45,0.0029,14.0,13.0
3241.0,0.0103,0.0176,0.38,0.0022,33.0,15.0
5906.0,0.0129,0.0247,0.24,0.0028,24.0,14.0
5483.0,0.0159,0.0212,0.38,0.0021,30.0,16.0
3680.0,0.0115,0.0137,0.55,0.0029,23.0,22.0
4307.0,0.0137,0.0244,0.27,0.0029,21.0,13.0
5595.0,0.0185,0.032,0.34,0.0032,23.0,14.0
6875.0,0.0135,0.0244,0.36,0.0026,23.0,13.0
5450.0,0.0156,0.0271,0.33,0.0026,25.0,12.0
2619.0,0.0114,0.0268,0.25,0.0025,19.0,9.0
4810.0,0.0123,0.0248,0.25,0.0029,29.0,15.0
4261.0,0.017,0.0294,0.34,0.0028,23.0,12.0
5157.0,0.0127,0.03,0.28,0.0025,26.0,15.0
4758.0,0.0157,0.0324,0.36,0.0029,28.0,14.0
6235.0,0.017,0.0273,0.32,0.0029,25.0,11.0
8756.0,0.0179,0.028,0.31,0.003,26.0,15.0
6027.0,0.0198,0.0249,0.38,0.0023,31.0,16.0
931.0,0.0178,0.0187,0.37,0.0026,29.0,14.0
956.0,0.0158,0.0121,0.38,0.0032,15.0,7.0
1541.0,0.02,0.01,0.39,0.0026,15.0,10.0
2319.0,0.0203,0.0081,0.4,0.003,17.0,9.0
2518.0,0.0173,0.0093,0.31,0.0024,20.0,11.0
2759.0,0.0132,0.0097,0.22,0.0021,16.0,9.0
2976.0,0.0148,0.0113,0.21,0.0029,15.0,8.0
3605.0,0.0156,0.0111,0.24,0.0022,13.0,6.0
2162.0,0.0146,0.0152,0.41,0.0027,16.0,13.0
2262.0,0.0055,0.0093,0.25,0.0024,18.0,3.0
4249.0,0.0109,0.0107,0.2,0.0029,13.0,8.0
3813.0,0.0125,0.0102,0.31,0.002,15.0,7.0
2497.0,0.0103,0.0087,0.3,0.0028,29.0,18.0
3037.0,0.0126,0.0124,0.22,0.0026,13.0,9.0
3805.0,0.0167,0.0138,0.35,0.0029,15.0,9.0
4733.0,0.0184,0.0078,0.37,0.003,10.0,5.0
3650.0,0.017,0.0156,0.38,0.0026,30.0,14.0
1674.0,0.0126,0.0118,0.24,0.002,9.0,5.0
3214.0,0.01,0.0098,0.23,0.0028,18.0,8.0
2938.0,0.0199,0.0111,0.35,0.0026,18.0,9.0
3544.0,0.0127,0.0127,0.26,0.0024,15.0,8.0
3399.0,0.015,0.0127,0.33,0.0027,17.0,8.0
4438.0,0.0172,0.0127,0.33,0.0028,12.0,5.0
5983.0,0.0162,0.0079,0.28,0.0029,12.0,6.0
4254.0,0.0144,0.0094,0.3,0.0023,11.0,4.0
828.0,0.0101,0.0097,0.23,0.0026,15.0,7.0
868.0,0.0146,0.0351,0.44,0.0038,28.0,17.0
1301.0,0.016,0.0325,0.4,0.0028,25.0,17.0
2101.0,0.0171,0.0345,0.51,0.0034,35.0,22.0
2365.0,0.0152,0.0336,0.38,0.0027,29.0,18.0
2456.0,0.0117,0.033,0.26,0.0022,28.0,15.0
2774.0,0.0134,0.0371,0.25,0.003,33.0,18.0
3175.0,0.0151,0.031,0.32,0.0024,29.0,17.0
1836.0,0.0143,0.0295,0.42,0.0027,15.0,16.0
1977.0,0.006,0.0341,0.35,0.0025,34.0,18.0
3570.0,0.0091,0.0066,0.36968151147098516,0.003,16.0,6.0
3349.0,0.0095,0.0304,0.36,0.0021,31.0,18.0
2146.0,0.0065,0.012,0.27,0.0028,16.0,14.0
2716.0,0.0107,0.0335,0.24,0.0027,25.0,14.0
3423.0,0.0146,0.0396,0.39,0.003,29.0,18.0
4448.0,0.0162,0.0287,0.43,0.0028,31.0,20.0
3351.0,0.0151,0.0339,0.41,0.0025,31.0,18.0
1646.0,0.0143,0.0285,0.32,0.0023,28.0,15.0
2897.0,0.0164,0.028,0.29,0.0029,37.0,20.0
2607.0,0.0188,0.0319,0.4,0.0027,29.0,19.0
3051.0,0.0156,0.0172,0.35,0.0027,22.0,8.0
3157.0,0.0193,0.0327,0.45,0.0029,36.0,18.0
3834.0,0.0177,0.0333,0.42,0.0029,31.0,13.0
5360.0,0.017,0.0272,0.36,0.003,30.0,18.0
3927.0,0.0171,0.0343,0.41,0.0025,32.0,16.0
922.0,0.0116,0.0288,0.32,0.0027,26.0,14.0
932.0,0.0196,0.0523,0.6,0.0037,53.0,38.0
1523.0,0.0215,0.0509,0.53,0.003,46.0,39.0
2478.0,0.026,0.0534,0.63,0.0035,58.0,42.0
2629.0,0.0282,0.0363,0.57,0.0032,54.0,39.0
2667.0,0.021,0.0497,0.53,0.0023,58.0,42.0
2952.0,0.0185,0.0557,0.33,0.0032,59.0,41.0
3400.0,0.0246,0.0481,0.54,0.0027,57.0,44.0
2123.0,0.0188,0.0426,0.6,0.0028,58.0,39.0
2212.0,0.0087,0.0497,0.53,0.0025,61.0,42.0
4193.0,0.0097,0.0537,0.36968151147098516,0.003,48.0,36.0
3678.0,0.0169,0.026,0.54,0.0022,53.0,39.0
2540.0,0.0135,0.039,0.51,0.0031,53.0,39.0
2993.0,0.0166,0.0455,0.53,0.0029,48.0,33.0
3695.0,0.0204,0.0623,0.52,0.0033,49.0,37.0
4916.0,0.0218,0.0408,0.55,0.003,55.0,39.0
3653.0,0.0217,0.0473,0.54,0.0031,53.0,36.0
1741.0,0.0184,0.0445,0.41,0.0028,53.0,34.0
3375.0,0.0175,0.0487,0.35,0.0031,58.0,41.0
2774.0,0.0244,0.0497,0.52,0.003,50.0,39.0
3433.0,0.0196,0.076,0.51,0.0032,64.0,46.0
3168.0,0.0269,0.054,0.58,0.0036,61.0,39.0
4372.0,0.0247,0.0479,0.54,0.0031,59.0,36.0
6150.0,0.0268,0.0516,0.55,0.0035,58.0,42.0
4468.0,0.0272,0.0566,0.57,0.0028,62.0,42.0
947.0,0.0221,0.0461,0.54,0.0029,56.0,41.0
1097.0,0.02,0.0838,0.64,0.0038,61.0,48.0
1681.0,0.0243,0.0775,0.61,0.0031,53.0,48.0
2589.0,0.0278,0.0817,0.67,0.0036,68.0,53.0
3044.0,0.0246,0.0752,0.58,0.0033,62.0,50.0
2965.0,0.0181,0.0683,0.53,0.0022,64.0,50.0
3191.0,0.0189,0.087,0.35,0.0034,69.0,52.0
3867.0,0.02,0.0649,0.53,0.0026,65.0,52.0
2322.0,0.0186,0.0758,0.67,0.0029,62.0,46.0
2459.0,0.0099,0.0815,0.55,0.0025,70.0,51.0
4655.0,0.011,0.086,0.36968151147098516,0.003,55.0,44.0
4074.0,0.0145,0.0805,0.56,0.002,62.0,48.0
2896.0,0.0126,0.068,0.45,0.0032,57.0,45.0
3393.0,0.0173,0.0827,0.76,0.003,54.0,42.0
4266.0,0.0242,0.0951,0.62,0.0039,60.0,46.0
5463.0,0.0247,0.0652,0.63,0.0034,58.0,44.0
4242.0,0.0251,0.0704,0.64,0.0033,58.0,43.0
1765.0,0.0198,0.0595,0.47,0.0031,54.0,39.0
3803.0,0.0183,0.0624,0.35,0.0031,57.0,44.0
3259.0,0.0321,0.0718,0.63,0.0033,61.0,47.0
3768.0,0.0183,0.0775,0.54,0.0028,59.0,46.0
3810.0,0.0251,0.081,0.63,0.0037,63.0,44.0
4990.0,0.025,0.0711,0.57,0.0032,61.0,40.0
6755.0,0.0254,0.0736,0.58,0.0035,66.0,51.0
4889.0,0.0255,0.0731,0.59,0.0028,65.0,48.0
739.0,0.0191,0.0567,0.56,0.0028,62.0,47.0
829.0,0.0114,0.039,0.38,0.0036,28.0,20.0
1304.0,0.0149,0.0357,0.38,0.003,26.0,22.0
2141.0,0.0114,0.0405,0.36,0.0034,31.0,23.0
2352.0,0.0094,0.0382,0.31,0.003,29.0,23.0
2256.0,0.0086,0.0365,0.28,0.0025,31.0,21.0
2570.0,0.0095,0.0403,0.22,0.0035,32.0,22.0
3034.0,0.0109,0.0367,0.3,0.0027,30.0,22.0
1895.0,0.0113,0.036,0.41,0.0032,28.0,17.0
1884.0,0.008,0.0318,0.37,0.0025,38.0,24.0
3693.0,0.007,0.0405,0.36968151147098516,0.0034,22.0,17.0
3194.0,0.0074,0.0426,0.35,0.002,29.0,21.0
2308.0,0.0078,0.0333,0.25,0.0034,25.0,21.0
2740.0,0.0085,0.0415,0.51,0.0031,24.0,17.0
3385.0,0.0101,0.0475,0.36,0.0034,29.0,23.0
4470.0,0.0101,0.0331,0.38,0.0029,30.0,24.0
3444.0,0.0109,0.0378,0.4,0.0027,30.0,22.0
1517.0,0.0065,0.0351,0.26,0.0026,24.0,16.0
3110.0,0.0079,0.0386,0.25,0.0031,31.0,23.0
2597.0,0.0117,0.0382,0.37,0.0029,31.0,24.0
2769.0,0.0079,0.0382,0.29,0.0025,30.0,23.0
3193.0,0.0101,0.0419,0.36,0.0033,35.0,21.0
3906.0,0.0098,0.0368,0.32,0.0033,30.0,15.0
5548.0,0.0116,0.0365,0.33,0.0034,32.0,23.0
3942.0,0.0114,0.0382,0.36,0.0027,32.0,21.0
107.0,0.006,0.0337,0.29,0.0027,28.0,19.0
97.0,0.008,0.012,0.27,0.003,8.0,3.0
197.0,0.0101,0.011,0.26,0.0022,7.0,5.0
385.0,0.0067,0.012,0.25,0.0027,8.0,5.0
304.0,0.0084,0.01,0.22,0.0022,10.0,5.0
554.0,0.0082,0.0096,0.19,0.002,10.0,4.0
379.0,0.0071,0.0115,0.17,0.0027,10.0,5.0
457.0,0.0122,0.0105,0.21,0.0022,11.0,5.0
242.0,0.0083,0.0114,0.33,0.0026,9.0,4.0
314.0,0.0072,0.007,0.28,0.002,13.0,5.0
590.0,0.0059,0.0078,0.36968151147098516,0.003,9.0,5.0
603.0,0.0087,0.0088,0.27,0.0016,12.0,5.0
372.0,0.0068,0.0096,0.21,0.003,9.0,7.0
497.0,0.0059,0.0129,0.36968151147098516,0.0029,6.0,3.0
834.0,0.0086,0.0134,0.26,0.0026,9.0,5.0
1036.0,0.0066,0.0078,0.27,0.0022,11.0,6.0
507.0,0.0068,0.0114,0.26,0.0022,9.0,5.0
186.0,0.005,0.0129,0.18,0.0019,4.0,1.0
542.0,0.0061,0.0115,0.23,0.0027,11.0,6.0
389.0,0.0071,0.0122,0.25,0.0023,10.0,5.0
370.0,0.0049,0.0141,0.18,0.002,9.0,5.0
703.0,0.007,0.0136,0.26,0.0026,10.0,4.0
803.0,0.0056,0.0178,0.23,0.0027,6.0,1.0
1059.0,0.0078,0.0105,0.21,0.0029,10.0,6.0
758.0,0.008,0.0102,0.25,0.0022,11.0,4.0
1411.0,0.0065,0.0088,0.2,0.0024,10.0,4.0
1412.0,0.0142,0.0419,0.39,0.0032,22.0,14.0
2296.0,0.0163,0.0375,0.36,0.0027,17.0,15.0
3442.0,0.0128,0.042,0.36,0.0031,22.0,15.0
4132.0,0.0116,0.0226,0.31,0.0022,20.0,13.0
3747.0,0.0125,0.0359,0.31,0.0023,20.0,13.0
4559.0,0.0117,0.0436,0.23,0.0033,26.0,17.0
5480.0,0.0144,0.0252,0.3,0.0023,23.0,15.0
3328.0,0.0112,0.0257,0.41,0.0029,18.0,13.0
3534.0,0.0092,0.0325,0.35,0.0023,30.0,18.0
6303.0,0.0108,0.038,0.26,0.003,20.0,15.0
5526.0,0.0128,0.0222,0.38,0.0019,22.0,15.0
3935.0,0.0123,0.0291,0.29,0.003,20.0,17.0
4605.0,0.01,0.0278,0.36968151147098516,0.0031,14.0,9.0
5746.0,0.0149,0.045,0.34,0.003,19.0,14.0
7458.0,0.011,0.0316,0.33,0.0026,20.0,13.0
5820.0,0.0125,0.0382,0.32,0.0026,20.0,13.0
2690.0,0.0082,0.0363,0.24,0.0025,12.0,8.0
4895.0,0.0087,0.0233,0.25,0.0029,19.0,10.0
4515.0,0.0121,0.0381,0.32,0.0027,18.0,13.0
5067.0,0.0107,0.0387,0.29,0.0022,23.0,15.0
4784.0,0.0124,0.0427,0.34,0.003,22.0,12.0
6199.0,0.0117,0.0394,0.33,0.0029,21.0,9.0
9036.0,0.0131,0.0378,0.34,0.003,23.0,16.0
6578.0,0.0148,0.0372,0.37,0.0024,24.0,13.0
923.0,0.0123,0.0305,0.34,0.0025,20.0,12.0
954.0,0.0122,0.0257,0.32,0.0031,18.0,10.0
1673.0,0.0142,0.0238,0.3,0.0025,15.0,11.0
2494.0,0.0115,0.0268,0.28,0.0029,18.0,12.0
2803.0,0.0128,0.0246,0.25,0.0026,18.0,11.0
2761.0,0.0117,0.0237,0.25,0.0023,18.0,10.0
3042.0,0.0092,0.0302,0.19,0.003,19.0,10.0
3572.0,0.0165,0.025,0.25,0.0024,19.0,11.0
2232.0,0.0118,0.0267,0.36,0.0028,18.0,9.0
2411.0,0.0077,0.0216,0.29,0.0022,24.0,12.0
4406.0,0.0151,0.0167,0.3,0.0032,24.0,16.0
3726.0,0.0096,0.0125,0.25,0.0021,13.0,6.0
2710.0,0.0099,0.0197,0.26,0.003,21.0,15.0
3135.0,0.0095,0.0255,0.38,0.0027,14.0,8.0
4022.0,0.012,0.028,0.29,0.003,19.0,13.0
4977.0,0.0098,0.0199,0.28,0.0026,19.0,10.0
3831.0,0.0097,0.0252,0.27,0.0023,15.0,9.0
1837.0,0.0076,0.0237,0.2,0.0023,11.0,6.0
3437.0,0.01,0.023,0.19,0.0032,14.0,11.0
3042.0,0.011,0.0246,0.28,0.0026,17.0,11.0
3598.0,0.0089,0.0272,0.22,0.0022,18.0,10.0
3542.0,0.0106,0.0272,0.28,0.0029,20.0,9.0
4483.0,0.0093,0.0287,0.26,0.0028,17.0,6.0
6293.0,0.011,0.0269,0.26,0.003,18.0,11.0
4534.0,0.0124,0.025,0.3,0.0025,19.0,11.0
813.0,0.0125,0.0189,0.28,0.0026,20.0,11.0
824.0,0.0143,0.0167,0.32,0.0033,12.0,5.0
1440.0,0.0156,0.0149,0.28,0.0025,10.0,6.0
2163.0,0.0152,0.0145,0.29,0.0029,15.0,8.0
2653.0,0.0142,0.0162,0.24,0.0027,14.0,7.0
2615.0,0.0122,0.0158,0.25,0.0021,13.0,6.0
2805.0,0.0112,0.0201,0.19,0.0031,14.0,5.0
3403.0,0.015,0.0166,0.22,0.0024,13.0,6.0
1950.0,0.0129,0.0189,0.36,0.003,13.0,4.0
2020.0,0.008,0.0173,0.25,0.0022,16.0,6.0
4019.0,0.0083,0.0189,0.36968151147098516,0.0032,7.0,4.0
3539.0,0.0102,0.0172,0.25,0.0021,12.0,5.0
2220.0,0.0074,0.0057,0.21,0.003,11.0,8.0
2778.0,0.0102,0.0166,0.34,0.0028,10.0,3.0
3384.0,0.0127,0.0154,0.26,0.0031,14.0,6.0
4551.0,0.0101,0.0123,0.25,0.0026,14.0,6.0
3603.0,0.0098,0.0144,0.24,0.0025,13.0,5.0
1708.0,0.0078,0.0151,0.18,0.0024,8.0,2.0
3038.0,0.0104,0.0145,0.18,0.0033,9.0,8.0
2774.0,0.0118,0.0145,0.25,0.0027,13.0,6.0
3316.0,0.0087,0.0172,0.2,0.0022,14.0,7.0
3216.0,0.0101,0.017,0.26,0.0029,15.0,6.0
4094.0,0.0104,0.0186,0.24,0.0028,12.0,1.0
5586.0,0.0167,0.0149,0.27,0.0029,14.0,7.0
4071.0,0.0145,0.0149,0.28,0.0024,15.0,6.0
936.0,0.0119,0.0133,0.22,0.0025,13.0,5.0
958.0,0.016,0.0277,0.34,0.0038,21.0,12.0
1519.0,0.0168,0.0259,0.32,0.0028,18.0,14.0
2567.0,0.0173,0.0284,0.34,0.0033,24.0,16.0
2767.0,0.0176,0.0273,0.27,0.0028,21.0,14.0
2521.0,0.0121,0.0221,0.21,0.0023,17.0,7.0
