C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ORG_ID,C1_OBJ_NM_ENG,lcName
소재지(시군구)별,606114295,15315HJG001,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Seoul,서울특별시,㎡,101,By Administrative District,서울
소재지(시군구)별,605597491,15315HJG001,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Seoul,서울특별시,㎡,101,By Administrative District,서울
소재지(시군구)별,605569314,15315HJG001,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Seoul,서울특별시,㎡,101,By Administrative District,서울
소재지(시군구)별,605512630,15315HJG001,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Seoul,서울특별시,㎡,101,By Administrative District,서울
소재지(시군구)별,605680193,15315HJG001,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Seoul,서울특별시,㎡,101,By Administrative District,서울
소재지(시군구)별,605680264,15315HJG001,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Seoul,서울특별시,㎡,101,By Administrative District,서울
소재지(시군구)별,605672952,15315HJG001,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Seoul,서울특별시,㎡,101,By Administrative District,서울
소재지(시군구)별,605673772,15315HJG001,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Seoul,서울특별시,㎡,101,By Administrative District,서울
소재지(시군구)별,946381728,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,945518627,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,943382552,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,942982553,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,943008858,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,942972811,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825057,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825057,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825056,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825056,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825058,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825058,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825055,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825971,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940844566,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,940825056,15315HJG002,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Busan,부산광역시,㎡,101,By Administrative District,부산
소재지(시군구)별,798504995,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,798467527,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,798498469,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,798083296,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,798032488,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,797883045,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,797940177,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,797962749,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,797969025,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,798003179,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,797919337,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,799328917,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,799299015,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,799509757,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,801033747,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,808195732,15315HJG003,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Daegu,대구광역시,㎡,101,By Administrative District,대구
소재지(시군구)별,560455329,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,570484285,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,585334610,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,585318598,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,582516972,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,579949330,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,576020846,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,575396743,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,580154144,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,580144347,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,579740346,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,529642905,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,529650659,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,529699653,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,527855326,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,512816173,15315HJG004,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Incheon,인천광역시,㎡,101,By Administrative District,인천
소재지(시군구)별,478210854,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480117230,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480108790,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480053716,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480053747,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480050517,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480050517,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480050517,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,481554450,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480047663,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480053767,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480002734,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,480081726,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,479978979,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,479890096,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,479838049,15315HJG005,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Gwangju,광주광역시,㎡,101,By Administrative District,광주
소재지(시군구)별,494959003,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,494959003,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,494958998,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,494957058,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,494957655,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,495269034,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,495258867,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,495546287,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,495546287,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,495546171,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,495818299,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,496123890,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,496123890,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,496123890,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,496123890,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,496123890,15315HJG006,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Daejeon,대전광역시,㎡,101,By Administrative District,대전
소재지(시군구)별,751223848,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,753469238,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755429960,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755424849,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755133152,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755136776,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755598443,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755550507,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755545355,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755551876,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2017,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755545356,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2018,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,755545353,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2019,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,761731893,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2020,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,764204857,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2021,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,764212886,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2022,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,671649337,15315HJG007,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2023,,Ulsan,울산광역시,㎡,101,By Administrative District,울산
소재지(시군구)별,3236168746,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2008,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3239452978,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2009,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3264237533,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2010,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3330278692,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2011,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3331056000,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2012,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3339583747,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2013,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3348294610,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2014,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3357453240,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2015,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
소재지(시군구)별,3367486105,15315HJG008,A,㎡,16315T2008_0012,DT_1YL21291E,도시지역면적,도시지역면적(시도/시/군/구),2016,,Gyeonggi-do,경기도,㎡,101,By Administrative District,경기
